filename,detector,pixel_x,pixel_y,ra_deg,dec_deg
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,3988.000000,509.263158,269.6871395938,65.9895497297
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,100.000000,713.894737,269.9793440278,65.9956111247
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,304.631579,713.894737,269.9639435098,65.9956112760
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,509.263158,713.894737,269.9485428652,65.9956118616
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,713.894737,713.894737,269.9331425431,65.9956128160
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,918.526316,713.894737,269.9177429211,65.9956140856
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,1123.157895,713.894737,269.9023443139,65.9956156281
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,1327.789474,713.894737,269.8869469819,65.9956174120
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,1532.421053,713.894737,269.8715511398,65.9956194165
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,1737.052632,713.894737,269.8561569646,65.9956216302
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,1941.684211,713.894737,269.8407646048,65.9956240514
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,2146.315789,713.894737,269.8253741882,65.9956266874
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,2350.947368,713.894737,269.8099858310,65.9956295536
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,2555.578947,713.894737,269.7945996460,65.9956326736
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,2760.210526,713.894737,269.7792157512,65.9956360783
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,2964.842105,713.894737,269.7638342782,65.9956398058
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,3169.473684,713.894737,269.7484553809,65.9956439005
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,3374.105263,713.894737,269.7330792438,65.9956484133
.data/build21/r0000101001001001001_0001_wfi01_f158_cal.asdf,wfi01,3578.736842,713.894737,269.7177060906,65.9956534003
