filename,detector,pixel_x,pixel_y,ra_deg,dec_deg
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,2555.578947,269.9479081542,65.9041960863
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,2555.578947,269.9326351055,65.9041989437
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,2555.578947,269.9173627281,65.9042022556
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,2555.578947,269.9020913870,65.9042059861
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,2555.578947,269.8868213623,65.9042101326
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,2555.578947,269.8715528639,65.9042147178
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,2555.578947,269.8562860466,65.9042197831
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,2555.578947,269.8410210248,65.9042253807
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,2555.578947,269.8257578880,65.9042315667
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,2555.578947,269.8104967155,65.9042383935
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,2555.578947,269.7952375916,65.9042459026
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,2555.578947,269.7799806207,65.9042541174
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,2555.578947,269.7647259425,65.9042630358
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,2555.578947,269.7494737471,65.9042726227
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,2555.578947,269.7342242900,65.9042828033
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,2555.578947,269.7189779077,65.9042934554
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,2555.578947,269.7037350327,65.9043044021
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,2555.578947,269.6884962087,65.9043154050
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,2760.210526,269.9784387563,65.9102329299
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,2760.210526,269.9631572359,65.9102346165
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,2760.210526,269.9478753115,65.9102368942
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,2760.210526,269.9325935629,65.9102396512
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,2760.210526,269.9173124557,65.9102428221
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,2760.210526,269.9020323561,65.9102463803
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,2760.210526,269.8867535460,65.9102503309
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,2760.210526,269.8714762380,65.9102547030
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,2760.210526,269.8562005901,65.9102595427
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,2760.210526,269.8409267209,65.9102649056
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,2760.210526,269.8256547247,65.9102708495
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,2760.210526,269.8103846865,65.9102774271
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,2760.210526,269.7951166969,65.9102846787
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,2760.210526,269.7798508676,65.9102926248
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,2760.210526,269.7645873461,65.9103012591
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,2760.210526,269.7493263314,65.9103105409
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,2760.210526,269.7340680886,65.9103203879
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,2760.210526,269.7188129645,65.9103306693
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,2760.210526,269.7035614029,65.9103411979
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,2760.210526,269.6883139595,65.9103517234
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,2964.842105,269.9784230490,65.9162798575
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,2964.842105,269.9631329729,65.9162815433
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,2964.842105,269.9478424524,65.9162837604
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,2964.842105,269.9325520680,65.9162864090
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,2964.842105,269.9172622868,65.9162894342
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,2964.842105,269.9019734771,65.9162928184
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,2964.842105,269.8866859237,65.9162965742
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,2964.842105,269.8713998427,65.9163007368
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,2964.842105,269.8561153966,65.9163053567
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,2964.842105,269.8408327090,65.9163104924
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,2964.842105,269.8255518801,65.9163162034
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,2964.842105,269.8102730014,65.9163225421
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,2964.842105,269.7949961712,65.9163295474
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,2964.842105,269.7797215091,65.9163372368
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,2964.842105,269.7644491719,65.9163455993
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,2964.842105,269.7491793681,65.9163545882
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,2964.842105,269.7339123735,65.9163641137
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,2964.842105,269.7186485463,65.9163740358
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,2964.842105,269.7033883426,65.9163841569
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,2964.842105,269.6881323312,65.9163942145
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,3169.473684,269.9784070293,65.9223328276
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,3169.473684,269.9631084967,65.9223344909
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,3169.473684,269.9478094691,65.9223366298
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,3169.473684,269.9325105287,65.9223391566
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,3169.473684,269.9172121449,65.9223420263
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,3169.473684,269.9019146893,65.9223452302
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,3169.473684,269.8866184506,65.9223487880
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,3169.473684,269.8713236495,65.9223527406
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,3169.473684,269.8560304537,65.9223571426
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,3169.473684,269.8407389931,65.9223620555
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,3169.473684,269.8254493747,65.9223675395
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,3169.473684,269.8101616976,65.9223736470
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,3169.473684,269.7948760686,65.9223804149
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,3169.473684,269.7795926165,65.9223878574
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,3169.473684,269.7643115081,65.9223959587
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,3169.473684,269.7490329626,65.9224046657
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,3169.473684,269.7337572676,65.9224138807
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,3169.473684,269.7184847937,65.9224234542
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,3169.473684,269.7032160102,65.9224331779
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,3169.473684,269.6879514999,65.9224427770
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,3374.105263,269.9783905524,65.9283917790
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,3374.105263,269.9630836816,65.9283933909
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,3374.105263,269.9477762551,65.9283954276
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,3374.105263,269.9324688578,65.9283978126
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,3374.105263,269.9171619626,65.9284005111
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,3374.105263,269.9018559452,65.9284035226
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,3374.105263,269.8865510991,65.9284068738
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,3374.105263,269.8712476506,65.9284106108
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,3374.105263,269.8559457739,65.9284147923
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,3374.105263,269.8406456060,65.9284194820
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,3374.105263,269.8253472617,65.9284247411
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,3374.105263,269.8100508489,65.9284306213
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,3374.105263,269.7947564837,65.9284371574
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,3374.105263,269.7794643053,65.9284443598
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,3374.105263,269.7641744912,65.9284522077
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,3374.105263,269.7488872728,65.9284606411
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,3374.105263,269.7336029501,65.9284695545
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,3374.105263,269.7183219073,65.9284787885
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,3374.105263,269.7030446278,65.9284881236
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,3374.105263,269.6877717097,65.9284972723
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,3578.736842,269.9783734723,65.9344566280
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,3578.736842,269.9630584048,65.9344581516
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,3578.736842,269.9477427109,65.9344600542
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,3578.736842,269.9324269793,65.9344622703
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,3578.736842,269.9171116872,65.9344647746
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,3578.736842,269.9017972155,65.9344675749
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,3578.736842,269.8864838636,65.9344707044
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,3578.736842,269.8711718646,65.9344742143
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,3578.736842,269.8558613998,65.9344781668
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,3578.736842,269.8405526145,65.9344826277
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,3578.736842,269.8252456324,65.9344876588
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,3578.736842,269.8099405711,65.9344933109
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,3578.736842,269.7946375570,65.9344996161
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,3578.736842,269.7793367406,65.9345065812
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,3578.736842,269.7640383115,65.9345141796
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,3578.736842,269.7487425139,65.9345223447
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,3578.736842,269.7334496615,65.9345309621
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,3578.736842,269.7181601529,65.9345398628
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,3578.736842,269.7028744868,65.9345488157
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,3578.736842,269.6875932776,65.9345575202
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,3783.368421,269.9783556476,65.9405272637
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,3783.368421,269.9630325517,65.9405286531
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,3783.368421,269.9477087490,65.9405303809
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,3783.368421,269.9323848328,65.9405323924
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,3783.368421,269.9170612857,65.9405346716
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,3783.368421,269.9017384949,65.9405372341
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,3783.368421,269.8864167667,65.9405401193
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,3783.368421,269.8710963417,65.9405433833
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,3783.368421,269.8557774097,65.9405470917
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,3783.368421,269.8404601250,65.9405513117
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,3783.368421,269.8251446215,65.9405561056
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,3783.368421,269.8098310271,65.9405615228
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,3783.368421,269.7945194800,65.9405675929
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,3783.368421,269.7792101428,65.9405743182
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,3783.368421,269.7639032182,65.9405816665
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,3783.368421,269.7485989642,65.9405895638
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,3783.368421,269.7332977092,65.9405978870
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,3783.368421,269.7179998673,65.9406064567
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,3783.368421,269.7027059537,65.9406150302
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,3783.368421,269.6874165996,65.9406232936
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,100.000000,3988.000000,269.9783369462,65.9466035431
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,304.631579,3988.000000,269.9630060212,65.9466047422
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,509.263158,3988.000000,269.9476742993,65.9466062447
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,713.894737,3988.000000,269.9323423793,65.9466080064
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,918.526316,3988.000000,269.9170107506,65.9466100205
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1123.157895,3988.000000,269.9016798074,65.9466123098
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1327.789474,3988.000000,269.8863498638,65.9466149198
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1532.421053,3988.000000,269.8710211691,65.9466179112
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1737.052632,3988.000000,269.8556939226,65.9466213522
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,1941.684211,3988.000000,269.8403682888,65.9466253119
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2146.315789,3988.000000,269.8250444123,65.9466298523
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2350.947368,3988.000000,269.8097224329,65.9466350212
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2555.578947,3988.000000,269.7944025011,65.9466408453
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2760.210526,3988.000000,269.7790847929,65.9466473223
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,2964.842105,3988.000000,269.7637695251,65.9466544138
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3169.473684,3988.000000,269.7484569705,65.9466620384
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3374.105263,3988.000000,269.7331474731,65.9466700639
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3578.736842,3988.000000,269.7178414637,65.9466783004
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3783.368421,3988.000000,269.7025394747,65.9466864929
.data/build21/r0000101001001001001_0001_wfi02_f158_cal.asdf,wfi02,3988.000000,3988.000000,269.6872421557,65.9466943140
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,100.000000,100.000000,269.9778983004,65.7026911810
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,304.631579,100.000000,269.9629431965,65.7026946676
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,509.263158,100.000000,269.9479893041,65.7026993032
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,713.894737,100.000000,269.9330366880,65.7027051320
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,918.526316,100.000000,269.9180853763,65.7027121892
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1123.157895,100.000000,269.9031353716,65.7027205012
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1327.789474,100.000000,269.8881866621,65.7027300860
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1532.421053,100.000000,269.8732392324,65.7027409535
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1737.052632,100.000000,269.8582930750,65.7027531063
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1941.684211,100.000000,269.8433482009,65.7027665398
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2146.315789,100.000000,269.8284046509,65.7027812428
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2350.947368,100.000000,269.8134625066,65.7027971980
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2555.578947,100.000000,269.7985219014,65.7028143822
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2760.210526,100.000000,269.7835830316,65.7028327671
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2964.842105,100.000000,269.7686461673,65.7028523195
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3169.473684,100.000000,269.7537116637,65.7028730019
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3374.105263,100.000000,269.7387799720,65.7028947730
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3578.736842,100.000000,269.7238516504,65.7029175881
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3783.368421,100.000000,269.7089273750,65.7029413998
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3988.000000,100.000000,269.6940079512,65.7029661581
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,100.000000,304.631579,269.9778790358,65.7084996603
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,304.631579,304.631579,269.9629146777,65.7085030282
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,509.263158,304.631579,269.9479513117,65.7085075281
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,713.894737,304.631579,269.9329890488,65.7085132047
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,918.526316,304.631579,269.9180279585,65.7085200936
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1123.157895,304.631579,269.9030680805,65.7085282213
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1327.789474,304.631579,269.8881094350,65.7085376062
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1532.421053,304.631579,269.8731520346,65.7085482586
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1737.052632,304.631579,269.8581958947,65.7085601812
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1941.684211,304.631579,269.8432410449,65.7085733697
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2146.315789,304.631579,269.8282875398,65.7085878131
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2350.947368,304.631579,269.8133354704,65.7086034940
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2555.578947,304.631579,269.7983849748,65.7086203895
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2760.210526,304.631579,269.7834362495,65.7086384713
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2964.842105,304.631579,269.7684895601,65.7086577060
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3169.473684,304.631579,269.7535452529,65.7086780563
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3374.105263,304.631579,269.7386037654,65.7086994806
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3578.736842,304.631579,269.7236656375,65.7087219342
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3783.368421,304.631579,269.7087315229,65.7087453693
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3988.000000,304.631579,269.6938021996,65.7087697357
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,100.000000,509.263158,269.9778601182,65.7143157529
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,304.631579,509.263158,269.9628863822,65.7143190178
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,509.263158,509.263158,269.9479134405,65.7143233966
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,713.894737,509.263158,269.9329414485,65.7143289347
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,918.526316,509.263158,269.9179705156,65.7143356682
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1123.157895,509.263158,269.9030007167,65.7143436243
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1327.789474,509.263158,269.8880321028,65.7143528218
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1532.421053,509.263158,269.8730647124,65.7143632716
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1737.052632,509.263158,269.8580985824,65.7143749769
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,1941.684211,509.263158,269.8431337592,65.7143879337
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2146.315789,509.263158,269.8281703099,65.7144021314
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2350.947368,509.263158,269.8132083329,65.7144175531
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2555.578947,509.263158,269.7982479695,65.7144341761
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2760.210526,509.263158,269.7832894145,65.7144519722
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,2964.842105,509.263158,269.7683329278,65.7144709086
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3169.473684,509.263158,269.7533788447,65.7144909478
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3374.105263,509.263158,269.7384275875,65.7145120486
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3578.736842,509.263158,269.7234796765,65.7145341661
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3783.368421,509.263158,269.7085357407,65.7145572526
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,3988.000000,509.263158,269.6935965292,65.7145812580
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,100.000000,713.894737,269.9778415608,65.7201393430
.data/build21/r0000101001001001001_0001_wfi03_f158_cal.asdf,wfi03,304.631579,713.894737,269.9628583403,65.7201425175
